사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2022-04,수인선,1877,사리,0,0,3520,206,9723,1396,23727,3258,21127,4817,10973,2303,8068,2528,7027,2534,7349,3545,7064,4711,5160,4226,4821,6237,5616,8527,6133,10681,5856,20102,3879,13649,2254,8171,1844,8681,1835,7268,656,5835,24,625,0,0,0,0,0,0
2022-04,수인선,1878,달월,0,0,6,25,35,165,112,143,104,334,111,148,87,155,107,120,107,126,104,169,136,108,152,105,300,89,391,93,876,117,154,39,59,47,54,48,18,40,23,37,1,7,0,0,0,0,0,0
2022-04,수인선,1879,월곶,2,0,1270,297,4591,1277,10448,2037,10835,2937,5489,2549,3806,2790,3607,3712,3997,4195,3850,3642,3740,3556,3695,4079,4262,5140,4483,7234,5246,9839,2961,5820,2151,3978,1747,3935,1457,3194,520,1958,8,322,0,0,0,0,0,0
2022-04,수인선,1880,소래포구,8,0,2548,367,6155,2186,16758,3763,13638,7024,7585,6411,6700,9236,8271,17673,10425,19979,13389,13852,17018,12654,18537,10570,16178,11286,12525,11427,9470,14416,5870,9670,4694,6005,4316,6178,3341,4928,1457,3668,23,754,0,0,0,0,0,0
2022-04,수인선,1881,인천논현,14,0,2248,650,6150,4646,16252,9248,13855,14109,7748,8526,7259,6237,7929,6357,8101,7268,7706,7939,7263,8430,8313,9049,9098,11932,12176,14894,12782,18931,7412,12281,6423,8064,6471,6351,4584,5059,2236,3544,6,777,0,0,0,0,0,0
2022-04,수인선,1882,호구포,16,1,1737,740,3343,4368,7629,18597,8491,23451,4845,4344,4060,2713,4452,3125,4777,3445,4614,3747,4755,3739,5080,3959,6058,4854,14228,6533,17299,7853,5469,6914,6376,4685,4032,3880,2077,3038,960,2548,3,565,0,0,0,0,0,0
2022-04,수인선,1883,남동인더스파크,0,0,433,722,900,3434,1302,15632,1902,20136,1275,3569,1297,1423,1722,1464,1790,1473,1835,1525,2406,1296,2542,1054,3590,1396,12062,1687,11323,1486,4577,2073,4323,1351,1866,757,429,532,168,447,2,41,0,0,0,0,0,0
2022-04,수인선,1884,원인재,25,1,3159,669,6856,2310,14208,5336,15790,8023,8856,4557,7018,4391,6772,4787,6927,5873,7052,6448,6163,6205,5997,7902,6571,9596,7521,12330,7762,16789,4626,11499,4267,7734,3549,7667,2578,6394,1452,5199,9,559,1,1,0,0,0,0
2022-04,수인선,1885,연수,5,0,2386,760,6456,2052,15565,4581,13838,11545,6835,6698,5853,5634,6336,4946,7108,6129,6947,6926,6693,6335,7135,7005,8296,9422,8907,12647,10758,16205,5652,10437,4723,7204,4893,6559,4067,4166,2508,3023,49,669,0,0,0,0,0,0
2022-04,수인선,1886,송도,7,1,1807,469,4335,1178,9236,2694,9731,3781,4354,2185,3838,2467,3996,2805,4269,3187,4309,3065,3490,3403,3825,4300,4397,5168,4231,6632,3762,8486,2063,5680,1387,3348,1187,3263,893,2623,370,1623,4,604,0,0,0,0,0,0
2022-04,수인선,1888,인하대,30,0,3015,471,9689,2689,23393,4713,18139,16267,8867,10060,8246,11316,9514,7653,10850,9951,9867,9438,10092,9502,12027,9437,15263,11651,14023,16429,12893,21661,7006,12522,6110,8758,5681,8234,4834,5902,2860,4212,65,1123,1,1,0,0,0,0
2022-04,수인선,1889,숭의,20,0,3219,765,5946,3372,13555,7640,11012,11645,6126,4846,5664,3710,6118,3292,6083,4156,5583,4908,5228,4300,5979,4996,7494,6544,9224,8273,8727,10591,3827,6492,2380,5248,2083,4911,1588,3323,745,2201,16,598,0,0,0,0,0,0
2022-04,수인선,1890,신포,2,1,1364,262,1500,767,3075,3981,3167,8784,2019,3105,1771,2588,2127,2821,2658,2995,2776,3279,3224,2963,3926,3140,5304,3539,5144,3457,6775,4608,2829,2273,2411,1621,1894,1590,1445,1246,571,627,1,200,0,0,0,0,0,0
2022-04,수인선,1891,인천,83,1,654,240,1068,1139,2407,3031,2005,4725,1352,1996,1348,2579,1435,4371,1816,4698,2028,4272,2306,4165,2643,4951,4199,4091,3308,3374,2530,4378,1754,2720,1317,2122,1020,1692,598,1396,99,886,1,320,0,0,0,0,0,0
2022-04,경강선,1501,판교,5,0,684,11,2207,6213,5602,12599,3869,25292,2494,18239,2279,7952,2875,6686,3233,5165,3783,4780,4901,4596,7449,4135,8017,4616,13938,7046,20354,6166,15007,4065,12313,1759,8877,1619,4960,1035,1788,621,0,199,0,0,0,0,0,0
2022-04,경강선,1502,이매,18,1,551,18,1602,853,4618,1825,3291,3068,1714,1467,1384,1053,1350,899,1300,1022,1272,1251,1350,1085,1396,1370,1807,1609,2312,2235,2414,2748,1350,2329,1072,1219,1145,1014,1128,826,381,376,7,119,0,0,0,0,0,0
2022-04,경강선,1503,삼동,0,0,1334,128,3935,1072,12078,2479,11951,2402,6554,1063,3794,1090,2877,1465,2706,1512,2505,1781,2024,2314,1856,2895,2298,3827,3512,5959,2952,8575,1300,7984,880,4711,606,4138,414,3332,112,1470,2,47,0,0,0,0,0,0
2022-04,경강선,1504,경기광주,0,2,2473,228,13992,2053,38410,5216,38065,10086,19751,4430,12660,3969,11098,4620,9953,5511,9092,6481,7657,7580,7570,9254,8755,13543,10258,19085,8968,33347,4553,27272,2877,15921,2384,13592,1413,8857,502,7054,0,36,0,0,0,0,0,0
2022-04,경강선,1505,초월,0,0,1311,137,5436,1432,13621,4266,14340,5454,7644,2017,4416,2004,4259,1982,4071,2201,3821,2806,3149,2693,3256,3630,4770,4884,5393,6409,5572,11859,2023,8917,1572,7539,1152,5051,612,4642,340,3663,0,0,0,0,0,0,0,0
2022-04,경강선,1506,곤지암,1,0,746,148,2319,1551,6763,5386,6584,7041,4202,3538,2957,2853,3167,2444,3151,2937,3192,2827,3195,2683,3606,3127,4804,3668,7376,4937,7054,5737,2769,5895,1675,3550,991,3543,414,2188,250,1736,0,1,0,0,0,0,0,0
2022-04,경강선,1507,신둔도예촌,0,1,546,112,2095,465,6399,2451,4199,4366,2912,2330,2307,1494,2177,1666,2653,1756,2511,1581,1982,1536,2100,1799,4058,2131,4734,3423,3368,3765,1542,4059,1091,2658,859,2546,315,2037,93,1573,0,0,0,0,0,0,0,0
2022-04,경강선,1508,이천,8,0,801,39,2621,1062,7732,5687,6288,7869,4829,4353,4360,3099,4261,4169,4223,3680,4093,3888,3971,4054,4176,4325,5968,4747,6101,5963,7475,7956,3782,6501,2924,5089,2432,2918,1073,3593,472,1801,0,584,0,0,0,0,0,0
2022-04,경강선,1509,부발,2,0,837,29,2226,1700,6510,6362,4966,5901,3682,1988,2942,1890,3703,2393,3067,2502,3048,2087,3820,2426,3367,2775,4203,3106,6586,4398,5744,4569,3949,5776,2159,3646,1371,3441,817,2848,284,2418,2,1299,0,0,0,0,0,0
2022-04,경강선,1510,세종대왕릉,0,0,177,2,487,103,1105,688,872,626,616,592,614,574,500,796,533,637,559,414,650,625,785,518,785,627,777,637,860,763,357,1046,180,444,114,555,45,228,12,307,1,84,0,0,0,0,0,0
2022-04,경강선,1511,여주,32,0,1076,2,3137,716,5696,3535,5406,6463,3842,5742,3772,3575,3678,4017,4411,4576,4352,3882,4917,3552,6671,3432,7517,4764,7417,4758,4119,5233,3148,6788,2220,5046,1371,2675,686,2881,237,2555,1,1170,0,0,0,0,0,0
2022-04,5호선,2511,방화,10,0,4498,7,9974,3272,25758,5956,23945,13047,13141,6414,10305,5837,9814,6002,10167,6849,9686,7626,9171,8356,9749,9196,11359,10740,9978,12402,9646,20281,4695,18169,3505,10871,2489,10278,1896,9262,647,6246,3,1315,0,0,0,0,0,0
2022-04,5호선,2512,개화산,4,0,3970,418,7589,3259,21223,6155,19225,13452,10511,6161,7690,4945,7485,5412,7950,6022,7374,5997,6615,5946,7232,7388,8167,8421,9806,10490,11968,16207,5159,14544,3251,8871,2675,7639,2083,7210,540,4868,3,1049,0,0,0,0,0,0
2022-04,5호선,2513,김포공항,3,0,395,1793,1408,8586,4221,14420,6534,19166,7243,11583,8174,12693,10429,15662,12654,14633,12476,16159,13574,15557,16396,15442,16145,15336,20059,15938,25938,15431,16667,9054,15029,3961,14556,2081,8792,1361,1846,1152,14,187,0,0,0,0,0,0
2022-04,5호선,2514,송정,19,0,3501,1163,7573,4373,20134,7268,21178,11927,13791,7359,10408,6649,9427,6802,9447,7629,9221,7213,8647,8098,8945,8871,10147,11135,12425,12803,12721,19060,7426,15174,5131,10068,4639,9169,3596,8292,1482,5530,18,473,0,0,0,0,0,0
2022-04,5호선,2515,마곡,6,0,2203,1594,7255,5510,24088,13091,22264,47464,12470,28979,10296,12685,10203,10193,10674,10915,11662,11686,11955,11092,14291,11539,17340,13140,26974,15925,40355,23503,16186,18892,10649,10424,9207,8540,6819,8808,2413,5281,11,626,0,0,0,0,0,0
2022-04,5호선,2516,발산,1,0,2783,2259,8678,11520,25183,33821,26923,105322,16685,56152,17507,27111,19870,26084,23527,25360,25377,28275,28412,24596,33615,25467,40171,25826,58851,32003,82531,47200,36022,35800,28047,17892,28318,13999,25235,12138,9312,7167,41,1066,0,0,0,0,0,0
2022-04,5호선,2517,우장산,1,0,5940,673,19772,4495,55547,16525,54376,23708,28382,14392,22664,11845,21373,11812,22303,14570,21215,16930,18679,18309,22168,20900,24661,26182,22122,31266,18675,51246,11671,39883,8578,23809,6776,21781,5760,20823,1577,13174,12,915,0,0,0,0,0,0
2022-04,5호선,2518,화곡,268,2,21068,1669,37767,10009,111309,14322,138903,29038,67477,21730,42929,16626,38912,18228,39790,21965,37726,24037,31785,29227,30312,35186,33975,46880,36080,63373,36149,117587,21610,85699,15225,51871,12717,48048,9639,43495,3236,28001,8,2653,0,0,0,0,0,0
2022-04,5호선,2519,까치산,140,0,22901,1541,42355,8957,121275,11367,148213,19352,74209,16856,44569,17448,39071,19807,40844,23443,38126,25788,31881,29568,29257,42035,31678,50504,30780,67607,30240,118994,19139,94627,14208,58157,11116,54094,9617,47963,3912,31805,26,2456,0,0,0,0,0,0
2022-04,5호선,2520,신정(은행정),34,1,11790,791,22057,3517,63499,7907,75263,14150,34976,8431,19701,6885,17181,7590,16789,9338,15902,10221,12609,11731,12932,16153,13430,20508,14573,27644,15842,46445,7893,35030,5487,21691,4672,20647,3997,19907,1261,13558,1,403,0,0,0,0,0,0
2022-04,5호선,2521,목동,2,0,7184,1131,19532,5359,57798,15252,69351,26434,32157,19239,22853,14087,21007,13127,22481,16143,21088,18243,19585,20450,19678,22442,22060,30712,24709,40761,28646,76829,15492,52434,12268,28819,11688,27911,13160,24191,3703,15424,5,468,0,0,0,0,0,0
2022-04,5호선,2522,오목교(목동운동장앞),2,0,4348,1607,13575,8558,47078,26818,54464,65582,27961,49025,21184,28306,22606,27780,26335,29488,27411,31677,27819,30273,31277,31578,36598,37645,45760,47775,64772,72553,33953,45202,33958,24111,26479,21995,22991,19503,6231,12731,3,391,0,0,0,0,0,0
2022-04,5호선,2523,양평,1,0,2118,679,6394,2760,23981,8578,28214,35641,11065,12480,7405,5608,7110,5116,7569,5785,7852,6316,7428,6114,7515,7053,8892,8378,14195,11927,29572,22280,8389,15515,5428,9291,4229,9020,3210,8763,1178,5633,0,189,0,0,0,0,0,0
2022-04,5호선,2524,영등포구청,1,0,957,582,2224,2291,6905,5589,9701,21749,4783,9312,3572,4380,4020,3683,4151,3828,4615,4118,4629,4224,5121,4161,6061,4617,9066,6262,18720,10726,6043,5631,3861,3468,3600,3465,2935,3087,1089,2255,1,15,0,0,0,0,0,0
2022-04,5호선,2525,영등포시장,1,0,2576,806,5764,4712,20456,12935,29915,36520,13354,21607,9769,14622,10734,13406,12724,14956,13414,18555,14045,15718,16656,13452,20349,14241,25770,17286,36503,29625,15462,17592,10378,11181,9138,10704,6997,9563,2594,7149,1,35,0,0,0,0,0,0
2022-04,5호선,2526,신길,61,1,1481,417,3492,2247,13164,4607,20781,13687,7697,5620,3901,2592,3964,2966,4599,3296,4250,3518,3973,3526,4146,4109,4969,5189,7403,9125,12614,16561,4668,10333,3128,7707,3385,7761,2505,7677,1141,5548,0,60,0,0,0,0,0,0
2022-04,5호선,2527,여의도,7,0,1793,2824,3857,21921,9624,130053,13025,210001,10658,74034,11488,30580,16623,31879,17544,33042,22546,36537,28489,29312,36057,27329,49110,25874,126528,30338,166925,39756,67248,18900,55941,9318,47898,7613,32240,6924,10046,6999,4,787,0,0,0,0,0,0
2022-04,5호선,2528,여의나루,9,1,1170,1405,2163,10150,4691,35507,7984,63693,4834,26226,4821,24904,6848,32306,10748,40422,14551,53238,22360,59183,35507,60307,49277,53722,72486,49116,89954,47754,57501,27789,58033,14484,53267,8103,41321,5231,12589,3123,5,232,0,0,0,0,0,0
2022-04,5호선,2529,마포,25,3,2151,1399,7779,13798,24523,20152,31953,70306,16830,32656,12755,15311,13516,14649,14476,13995,16550,15221,15941,13583,17045,14178,22382,18109,34413,26315,56537,40902,22315,24543,18180,12511,19187,11999,15482,9953,6301,6623,6,545,0,0,0,0,0,0
2022-04,5호선,2530,공덕,4,0,1549,890,5225,6457,21223,28123,28575,76075,13379,35816,11159,15243,13144,13393,15184,12601,16214,14548,15897,12970,16609,14340,21764,16548,36168,25384,61246,42960,22408,21815,17264,12441,18166,11043,15102,10151,6094,6875,29,630,0,0,0,0,0,0
2022-04,5호선,2531,애오개,31,0,2327,390,4979,4050,17370,9061,22740,26941,11191,12180,8106,6503,8433,5615,8646,6289,8779,7155,7963,7600,9225,7969,9803,8150,13243,12202,21020,19857,7522,12234,5166,7914,4390,6913,3409,6963,1065,4501,7,3108,0,0,0,0,0,0
2022-04,5호선,2532,충정로(경기대입구),15,0,745,216,2225,1498,6398,8851,8350,32615,4696,14549,3897,4233,4188,4050,4485,3422,5315,4410,5420,4366,5465,3636,6328,4197,13640,5626,26817,8341,7425,5698,4600,3934,4606,3961,3413,3806,1261,2703,6,351,0,0,0,0,0,0
2022-04,5호선,2533,서대문,6,0,2426,1066,5588,12362,16765,64747,23152,154524,16223,41697,14906,19196,17828,18084,18083,16593,17808,20209,21102,17687,27189,12764,36239,13497,64432,17311,108597,23057,28380,13991,21678,9351,19370,9680,14830,7925,4874,5247,5,554,0,0,0,0,0,0
2022-04,5호선,2534,광화문(세종문화회관),8,0,1038,800,2847,23087,8094,69401,12590,234426,10517,99383,11895,43917,17120,39833,20894,35884,28027,39244,33508,33851,43078,27211,56120,24927,96378,30928,188607,38755,66074,18222,49527,8281,54713,6535,35977,5017,11730,3212,8,130,0,0,0,0,0,0
2022-04,5호선,2535,종로3가,71,3,1010,596,1756,5242,2829,14862,3972,38887,4209,30426,5557,25227,9592,27512,13056,27819,16139,26748,19736,24301,24524,21883,29592,22667,38904,25855,53108,31415,30838,17969,28439,8129,32890,5624,28569,4032,14368,3043,18,347,0,0,0,0,0,0
2022-04,5호선,2536,을지로4가,0,0,349,490,695,6025,1433,16837,2297,42298,2193,17842,3088,10532,4608,9702,5990,8805,7355,8345,8380,7811,9829,6292,11971,5865,23281,5662,36000,6395,15051,3102,8952,1585,7600,1293,5431,867,2246,749,1,20,0,0,0,0,0,0
2022-04,5호선,2537,동대문역사문화공원(DDP),0,0,173,295,526,2934,1181,8487,1862,28062,1266,10073,1613,3394,1679,2716,1767,2541,1999,2668,2579,2571,3064,2418,4182,2176,10056,2457,18210,2823,7087,1782,3718,1207,3147,1132,2333,920,894,730,0,75,0,0,0,0,0,0
2022-04,5호선,2538,청구,4,2,1432,212,3157,1976,6938,3933,10695,14429,6634,6551,5314,4005,5086,3239,4884,3775,5212,3945,5119,4138,5179,4522,5870,5493,7821,6686,12969,9638,7467,7094,4767,4352,3645,4004,3197,4316,1407,3300,0,216,0,0,0,0,0,0
2022-04,5호선,2539,신금호,6,0,2750,453,6938,2487,20629,9698,27135,13253,14180,7130,9412,5803,8433,5716,8628,6602,8695,7611,7880,7801,8575,9644,11303,11813,9481,15544,9948,24323,6884,16612,4707,10514,3581,8900,2719,8538,1127,5993,5,454,0,0,0,0,0,0
2022-04,5호선,2540,행당,26,1,3740,771,10710,2305,30532,4927,41291,9321,19448,6073,13050,4939,11033,5571,11070,6967,10254,7730,8849,8722,9273,10229,8705,13422,9673,18284,9661,28689,5965,20253,4433,12017,3909,11554,3076,11125,985,6613,4,493,0,0,0,0,0,0
2022-04,5호선,2541,왕십리(성동구청),11,0,1662,497,2301,2616,6175,6235,8435,18683,5273,8821,4656,6718,5080,6075,5724,6938,6151,7578,6376,7585,7160,7724,8637,8692,10696,11315,14020,16490,8293,9187,7017,5518,7162,4599,6368,4031,3014,3231,3,3153,0,0,0,0,0,0
2022-04,5호선,2542,마장,3,0,2376,514,5581,3823,15032,6731,19181,16226,10719,9348,8015,6722,7690,6127,8105,6080,8032,7060,7609,5793,8143,7265,9756,8186,10370,11417,12347,15730,7228,10574,4787,6997,4089,6348,3462,5860,1314,4106,1,88,0,0,0,0,0,0
2022-04,5호선,2543,답십리,39,0,8777,1034,17218,6909,53354,13288,71585,34608,32621,16883,20691,12191,17983,12225,19630,15507,18669,15889,17288,15818,18085,18321,20180,22904,26111,31331,31272,51445,16038,37752,10544,21552,8747,20546,6947,18626,2394,12677,8,596,0,0,0,1,0,0
2022-04,5호선,2544,장한평,15,0,6842,1090,17100,12192,51228,21648,68549,62592,34481,26878,21198,17632,18881,16483,21050,16914,20688,17204,19369,17296,20160,19122,26793,25275,34503,34876,57103,60974,24629,42453,13956,24680,10900,21253,9016,20589,3364,12701,15,1024,0,0,0,0,0,0
2022-04,5호선,2545,군자(능동),21,1,6882,743,11612,5233,32095,7460,44068,24073,20952,16046,13139,10854,12321,10707,13382,12003,13795,14059,12511,13346,12914,16160,14681,19359,19463,30353,24580,50230,14708,33105,11158,19871,11025,16965,9475,16522,4658,12617,1,4895,0,0,0,0,0,0
2022-04,5호선,2546,아차산(어린이대공원후문),2,0,8637,1409,15818,5565,42198,15821,57599,29665,30775,20458,20153,22965,19635,22931,22789,22254,23356,22708,25637,21624,28024,24583,32218,27166,32636,34218,30012,53265,18577,36796,12561,22237,12141,19328,11501,17304,2731,11023,8,642,0,0,0,1,0,0
2022-04,5호선,2547,광나루(장신대),4,0,4971,1504,15323,7186,39776,15165,44812,31200,26975,20981,18659,18730,17514,14360,19245,15450,19523,15344,19527,16001,20896,16633,24180,21311,25375,26626,30153,38329,14955,26903,11204,17047,11085,15118,8071,15184,2237,9573,6,555,0,0,0,0,0,0
2022-04,5호선,2548,천호(풍납토성),38,0,6610,1540,11072,12628,27023,17404,34835,37560,21542,32792,19806,25742,23007,24965,26414,26265,27848,28887,28597,28331,32309,31595,38015,32427,45032,42324,49277,53791,34303,39040,31728,21543,22672,18807,18443,16134,8251,10441,53,1406,1,0,0,0,0,0
2022-04,5호선,2549,강동,84,0,10277,1532,19384,10744,52545,28070,65593,50336,34624,25286,24545,18099,25242,15806,25352,17946,23117,22567,22101,20741,24886,23181,28166,25964,39445,34189,43205,51322,20689,39079,14467,25880,11197,23486,8462,22466,2653,15689,23,3044,0,0,0,0,0,0
2022-04,5호선,2550,길동,3,0,4613,789,8097,4014,21923,7490,26194,17225,13376,12628,11790,8853,11638,8793,12757,10491,12490,10619,10525,11310,11483,12307,13224,16478,14430,18378,16029,25799,8148,19746,5940,11728,5626,9375,4227,8558,1458,5256,12,1177,0,0,0,0,0,0
2022-04,5호선,2551,굽은다리(강동구민회관앞),2,0,6597,621,13931,2559,35499,6014,37539,13831,20413,9208,15027,7467,13588,7865,14601,8746,13765,10826,11624,10818,10958,12364,12011,17498,12876,21486,14133,32706,8103,26033,5663,15102,5674,15576,4125,12755,1224,7554,31,1499,0,0,0,0,0,0
2022-04,5호선,2552,명일,3,0,4653,938,13302,3545,34065,7115,31340,13135,17203,9109,14195,8915,12922,8242,13745,8319,12128,11693,11117,10422,10959,13074,13503,16358,11934,21450,12337,33971,7012,27795,5726,13063,5527,13641,3683,11976,1208,7520,24,1373,0,0,0,0,0,0
2022-04,5호선,2553,고덕,8,1,3499,1429,10864,5639,28633,17676,23777,17126,16354,10964,13805,10203,14506,8601,14137,10562,12569,14156,13647,12929,15939,13189,20691,14916,20246,19526,15262,26971,8831,24751,7165,12031,6942,11405,6710,10900,1640,6125,21,1921,0,1,0,0,0,0
2022-04,5호선,2554,상일동,30,0,8698,1174,28717,5996,77688,11604,53137,16738,31325,9657,22818,8528,19686,8896,19388,11605,17007,12599,15577,14821,16157,17830,18194,20424,18725,32471,17918,52171,10129,51305,7111,24806,4776,20650,3340,20779,1071,15026,19,6400,0,0,0,0,0,0
2022-04,5호선,2555,둔촌동,3,0,3682,625,9016,6824,23616,10265,26427,18596,14756,11309,11044,9184,11219,8371,11411,9730,10922,10497,10783,10873,11463,12405,14702,14897,17251,20300,20073,27435,10267,20274,7302,10821,6475,9067,5334,8535,1528,5567,0,0,0,0,0,0,0,0
2022-04,5호선,2556,올림픽공원(한국체대),0,0,923,900,5113,4109,11308,6817,10979,8730,7930,5757,6295,5165,6291,5127,7013,5870,6905,6173,6630,6454,8523,7067,10894,6708,10149,7955,9522,9132,5284,7477,3652,4923,3064,3599,2566,3805,607,3016,0,1,0,0,0,0,0,0
2022-04,5호선,2557,방이,1,0,2279,829,6900,3711,18893,8130,16747,25189,10623,12010,8801,7521,8131,6540,9242,9007,9726,8367,8332,9100,8906,10795,10667,13442,13779,17063,20007,20089,9827,15959,7857,8934,9468,6433,9532,6530,1592,4601,1,1,0,0,0,0,0,0
2022-04,5호선,2558,오금,3,0,1113,239,2926,2623,8322,9519,7513,21519,4709,6626,4593,3675,4438,3087,5069,3724,4839,3419,4557,3710,6052,4107,7954,4857,9490,5426,13955,7684,4621,5839,3307,3665,2758,3084,2258,3282,764,2681,2,25,0,0,0,0,0,0
2022-04,5호선,2559,개롱,7,0,3098,909,8127,3257,23134,7728,20649,15857,11771,8014,9476,5806,8295,5780,9229,6937,8491,7713,7310,7684,8178,8749,11385,13190,11207,13359,12727,20248,6178,19043,4314,9739,3977,9011,2266,8727,631,5484,0,84,0,0,0,0,0,0
2022-04,5호선,2560,거여,2,1,5471,700,15313,4495,47909,9321,40714,18085,20853,9734,14263,6708,12390,7244,13338,8324,12426,10732,11150,9604,11536,12195,14096,18733,15156,21691,15016,33620,7042,31438,5645,15287,4605,16419,3236,13184,860,8752,0,494,0,0,0,0,0,0
2022-04,5호선,2561,마천,24,1,6325,295,13554,2912,37901,4537,30141,9911,15466,6916,9747,6654,8945,6045,9784,6416,8891,7679,7882,7354,7217,10273,8869,12304,8470,17878,9030,23286,4467,22998,3460,11701,2050,11562,1406,11142,413,7105,0,835,0,0,0,0,0,0
2022-04,5호선,2562,강일,1,0,2011,556,6855,2480,16553,3954,16815,6593,9934,2638,7472,2171,6508,2968,6085,3640,5613,3822,4708,4470,4655,5874,6494,6691,5791,9550,6484,12484,2672,11083,1734,8482,1414,6539,1073,6659,229,5160,1,1,0,0,0,0,0,0
2022-04,5호선,2563,미사,25,0,6089,780,22850,6788,63269,11712,60637,22505,29551,18564,21344,13554,19180,14678,21308,17339,20801,17300,18362,18455,20802,21611,22548,26904,26115,34742,26740,54355,15110,60433,13503,36407,13718,23341,12633,22578,5147,16247,1,9,0,0,0,0,0,0
2022-04,5호선,2564,하남풍산,2,1,1464,156,4901,1847,10747,5943,10827,15638,6070,10089,5289,5298,4828,4058,5027,4894,5420,5019,4948,4933,6507,4980,8849,6840,10601,6978,14061,9296,5328,9084,3916,5567,3537,4768,2074,4343,640,3225,0,17,0,0,0,0,0,0
2022-04,5호선,2565,하남시청(덕풍·신장),3,0,4176,100,9670,2931,23857,5176,21710,12893,12434,7203,10301,7060,10774,6752,12151,7199,10370,10048,8918,8376,9471,11197,11457,13718,12152,15403,13065,19326,7138,18294,4901,11162,3863,10569,2789,8736,852,6355,0,787,0,0,0,0,0,0
2022-04,5호선,2566,하남검단산,11,1,2990,10,7854,2689,20697,4616,18051,11274,9345,9090,8152,8860,7649,8689,8160,8441,8771,7692,8777,8750,10190,8928,11966,9921,12075,11477,11284,15399,6521,14261,5181,9009,4251,6910,3408,7752,599,4696,0,1456,0,0,0,0,0,0
2022-04,6호선,2611,응암,11,0,11128,1072,25370,5507,68390,9748,85542,17839,41715,12189,27232,12573,24235,14220,25167,17248,24356,19361,21368,20438,20350,26011,22118,31399,21319,43585,21741,73029,14259,58391,10706,37140,8405,29559,6831,27724,2126,18022,3,1631,0,0,0,0,0,0
2022-04,6호선,2612,역촌,1,0,1872,300,5720,1795,15639,2643,15618,7740,8376,3799,5554,3329,4641,3722,5427,4369,5516,4661,4472,4527,4345,5513,4247,7783,4827,9715,4749,16682,2659,13339,1866,7308,1583,7197,1105,5731,494,5427,0,4,0,0,0,0,0,0
2022-04,6호선,2613,불광,28,0,1406,466,3683,2705,9973,3791,11923,7023,6406,6935,5660,5430,6272,5478,6738,5682,7821,6470,8091,6585,8966,7209,10102,7949,9364,9266,9001,13937,5572,10214,4570,5634,3657,4983,1982,4320,563,4115,0,153,0,0,0,0,0,0
2022-04,6호선,2614,독바위,0,4,2073,125,4678,938,13278,1756,12328,2987,6130,3380,4062,3627,3650,2652,3936,2948,3665,2862,3444,3039,3434,3771,3299,4994,3181,6204,2716,10618,1732,9984,1157,5802,885,4943,579,4879,221,3546,9,603,0,0,0,0,0,0
2022-04,6호선,2615,연신내,0,0,1,0,0,0,3,0,0,0,4,0,0,0,1,0,1,0,2,0,1,0,2,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-04,6호선,2616,구산,2,0,4855,134,10666,2391,28807,7633,35498,6729,17736,4654,11680,4403,10812,5691,11663,6204,10326,6724,8886,6994,10401,8872,12599,11241,9624,13260,8484,19137,5233,18436,3877,9328,3568,8207,3157,7223,865,4319,1,643,0,0,0,0,0,0
2022-04,6호선,2617,새절(신사),24,0,10148,459,19807,5084,52369,7888,59374,15196,30209,12506,19298,8740,17086,10330,19133,11964,17351,14233,14950,13636,15556,18642,19170,21032,17513,29325,15619,47201,9512,38997,6960,22419,5816,19249,4365,18671,1451,12253,4,3890,0,0,0,0,0,0
2022-04,6호선,2618,증산(명지대앞),24,1,7466,507,15462,3776,38894,5627,46545,10655,24907,8186,16388,6988,14295,8516,14657,9659,14197,11110,12316,12309,11878,15300,12639,19705,12878,24847,13022,41200,7643,32644,5511,18862,4235,18465,3426,14839,1478,10773,2,1504,0,0,0,0,0,0
2022-04,6호선,2619,디지털미디어시티,78,2,5670,2876,12836,10400,42809,25096,46701,68263,24681,25025,15178,11429,12912,9600,13751,11305,13325,11753,12146,12165,13757,13927,17719,19147,29715,24881,46929,41410,18806,30410,10027,18338,8107,16117,5403,14642,2238,10673,78,2242,0,0,0,0,0,0
2022-04,6호선,2620,월드컵경기장(성산),0,0,762,1211,2277,2986,7644,4376,8737,8641,4948,8118,4988,9190,6067,9809,7128,10660,7728,11846,9393,12105,12528,10282,15324,9213,13527,10184,12056,13948,6396,8371,5664,4616,9180,3520,3520,2645,960,1806,1,164,0,0,0,0,0,0
